new_clean_name,old_sf_name,old_lg_name,osa_govt_lvl,lg_govt_lvl,new_entity_for_osa,new_entity_for_lg,name_changed_in_salesforce,name_cnt,sf_id,lg_id,primary_email,primary_first_name,primary_last_name,primary_title,primary_phone
Glacier Peak Pain Care,GLACIER PEAK PAIN CARE,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWrrQAF,,,,,,
Glen Canyon City Special Service District 1,Glen Canyon City Special Serv. District 1,,Local and Special Service District,,FALSE,TRUE,TRUE,1,0014100000rD1ChAAK,,,,,,
Glen Canyon Special Service District of Big Water,Glen Canyon Special Service District of Big Water,Glen Canyon Special Service District of Big Water,Local and Special Service District,Special Service District,FALSE,FALSE,FALSE,1,0014100000rD1vKAAS,449,bigwaterdeputyclerk@gmail.com,Stephanie,Burkett,SSD Clerk,4356753760
Glen E Johnson MD,GLEN E JOHNSON MD,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWrsQAF,,,,,,
Glendale Clinic,GLENDALE CLINIC,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWrtQAF,,,,,,
Glendale Town,Glendale Town,Glendale Town Corporation,Town,Municipality,FALSE,FALSE,FALSE,1,0014100000rD1pqAAC,450,clerk@glendaletown.org,MELANIE,DUTSON,clerk,4356482341
Glenmoor Special Service District,Glenmoor Special Service District,,Local and Special Service District,,FALSE,TRUE,FALSE,1,0014100000rD1CiAAK,,,,,,
Glenwood Town,Glenwood Town,Glenwood Town,Town,Municipality,FALSE,FALSE,FALSE,1,0014100000rD1prAAC,451,glenwoodtown@gmail.com,Cecelia,Bytheway,,435-896-0260
Gold Cross Ambulance,Gold Cross Ambulance,,Non Profits,,FALSE,TRUE,FALSE,1,001Do00000NWHC6IAP,,,,,,
Golden Spike Treatment Ranch,Golden Spike Treatment Ranch Inc,,Non Profits,,FALSE,TRUE,TRUE,1,0014100000rD1ZGAA0,,,,,,
Good Company Theatre,Good Company Theatre,,Non Profits,,FALSE,TRUE,FALSE,1,0011K00002J1RR6QAN,,,,,,
Good Foundations Academy,Good Foundations Academy,Good Foundations Academy,School District or Charter School,Charter School,FALSE,FALSE,FALSE,1,0014100000rD1iKAAS,452,ddau@gfautah.org,David,G Dau,,8013932950
Goshen Town,Goshen Town,,Town,,FALSE,TRUE,FALSE,1,0014100000rD1psAAC,,,,,,
Goshen Valley Local District,Goshen Valley Local District,Goshen Valley Local District,Local and Special Service District,Local District,FALSE,FALSE,FALSE,1,0014100000rD1NwAAK,453,bjbrown@farmlandreserve.org,Rebekah,Brown,,801-715-3854
Gourley Allergy and Asthma,GOURLEY ALLERGY & ASTHMA,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWruQAF,,,,,,
Governors Office,Governors Office,,State of Utah (agencies/depts/comp units/ etc.),,FALSE,TRUE,FALSE,1,0014100000rD4jcAAC,,,,,,
Governors Office of Economic Development,Governor's Office of Economic Development,,State of Utah (agencies/depts/comp units/ etc.),,FALSE,TRUE,TRUE,1,0014100000rD4hwAAC,,,,,,
Governors Office of Energy,Governors Office of Energy,,State of Utah (agencies/depts/comp units/ etc.),,FALSE,TRUE,FALSE,1,0014100000rD4hqAAC,,,,,,
Governors Office of Planning and Budget,Governor's Office of Planning and Budget,,State of Utah (agencies/depts/comp units/ etc.),,FALSE,TRUE,TRUE,1,0014100000rD4hxAAC,,,,,,
Graf Medical Eye Care and Vision Center,GRAF MEDICAL EYE CARE AND VISION CENTER,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWrvQAF,,,,,,
Granary Art Center,Granary Art Center,Granary Art Center,Non Profits,Nonprofit Corporation,FALSE,FALSE,FALSE,1,0014100000rD1YIAA0,454,adah@granaryarts.org,Adah,Bennion,,4352383456
Grand Conservation District,Grand Conservation District,Grand Conservation District,Conservation District,Conservation District,FALSE,FALSE,FALSE,1,0014100000rD12MAAS,455,julieweber@utah.gov,Julie,Weber,,4353812300
Grand County,Grand County,Grand County,County,Local Building Authority,FALSE,FALSE,FALSE,1,0014100000rD12aAAC,456,tcollins@grandcountyutah.net,Tara,Collins,,4352591342
Grand County Cemetery Maintenance District,Grand County Cemetery Maintenance District,Grand County Cemetery Maintenance District,Local and Special Service District,Local District,FALSE,FALSE,FALSE,1,0014100000rD1CjAAK,457,grandcountycemetery@gmail.com,Robert,Buckingham,,435-259-6855
Grand County Community Reinvestment Agency,Grand County Community Reinvestment Agency,Grand County Community Reinvestment Agency,Redevelopment Agency/Project Area,,FALSE,FALSE,FALSE,1,0014100000rD1viAAC,458,,,,,
Grand County Emergency Medical Services Special Service District,Grand County Emergency Medical Services Special Service District,,Local and Special Service District,,FALSE,TRUE,FALSE,1,0014100001g9hOMAAY,,,,,,
Grand County Recreation Special Service District,Grand County Recreation Special Service District,Grand County Recreation Special Service District No. 1,Local and Special Service District,Special Service District,FALSE,FALSE,FALSE,1,0014100000rD1ClAAK,459,gcrssd@gmail.com,Marsha,Modine,,435-260-8970
Grand County Service Area Castle Valley Fire Protection District,Grand County Service Area Castle Valley Fire Protection District,Grand County Service Area for Castle Valley Fire Protection District,Local and Special Service District,Local District,FALSE,FALSE,FALSE,1,0014100000rD1CkAAK,461,vanya1@frontiernet.net,Robert,Russell,,4352594561
Grand County Special Service Water District,Grand County Special Service Water District,Grand County Special Service Water District,Local and Special Service District,Special Service District,FALSE,FALSE,FALSE,1,0014100000rD1CmAAK,462,ben@grandwater.org,Ben,Musselman,Agency Manager,435-259-8121
Grand County Transportation Special Service District,Grand County Transportation Special Service District,Grand County Transportation Special Service District,Local and Special Service District,Special Service District,FALSE,FALSE,FALSE,1,0014100000rD1CnAAK,463,gctssd@gmail.com,Patty,Olson,,435-592-2377
Grand County Water Conservancy District,Grand County Water Conservancy District,Grand County Water Conservancy District,Local and Special Service District,Local District,FALSE,FALSE,FALSE,1,0014100000rD1v4AAC,464,ben@grandwater.org,Ben,Musselman,Agency Manager,4352601271
Grand School District,Grand School District,Grand County School District,School District or Charter School,School District,FALSE,FALSE,FALSE,1,0014100000rD1iLAAS,460,farnsworthr@grandschools.org,Robert,Farnsworth,,435-259-3483
Grand Staircase Escalante Partners,Grand Staircase Escalante Partners,Grand Staircase Escalante Partners,Non Profits,Nonprofit Corporation,FALSE,FALSE,FALSE,1,0011K00002J1RZeQAN,465,admin@gsenm.org,Sherry,Robinson,Operations Manager,4354591474
Grand Water and Sewer Service Agency,Grand Water and Sewer Service Agency,Grand Water & Sewer Service Agency,Interlocal,Interlocal Entity,FALSE,FALSE,FALSE,1,0014100000rD13VAAS,466,ben@grandwater.org,Ben,Musselman,Agency Manager,4352601271
Granger Medical Clinic Millcreek Allergy,GRANGER MEDICAL CLINIC MILLCREEK ALLERGY,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWrwQAF,,,,,,
Granger Medical Clinic Murray,GRANGER MEDICAL CLINIC MURRAY,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWrxQAF,,,,,,
Granger Medical Clinic Riverton,GRANGER MEDICAL CLINIC RIVERTON,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWryQAF,,,,,,
Granger Medical Clinic Wasatch,GRANGER MEDICAL CLINIC WASATCH,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWrzQAF,,,,,,
Granger Medical Clinic West Valley,GRANGER MEDICAL CLINIC WEST VALLEY,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWs0QAF,,,,,,
Granger Medical Draper,GRANGER MEDICAL DRAPER,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWs1QAF,,,,,,
Granger Medical Riverton,GRANGER MEDICAL RIVERTON,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWs2QAF,,,,,,
Granger Medical Tooele,GRANGER MEDICAL TOOELE,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWs3QAF,,,,,,
Granger Medical West Jordan,GRANGER MEDICAL WEST JORDAN,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWs4QAF,,,,,,
Granger-Hunter Improvement District,Granger-Hunter Improvement District,Granger-Hunter Improvement District,Local and Special Service District,Local District,FALSE,FALSE,FALSE,1,0014100000rD1CoAAK,467,k.johnson@ghid.org,Kristy,Johnson,,801-955-2264
Granite Education Foundation,Granite Education Foundation,Granite Education Foundation,Non Profits,Nonprofit Corporation,FALSE,FALSE,FALSE,1,0011K00002YhvdNQAR,468,grjones@graniteschools.org,Gayland,Jones,,3856465437
Granite Peaks Endoscopy,GRANITE PEAKS ENDOSCOPY,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWs5QAF,,,,,,
Granite Peaks Gastroenterology,GRANITE PEAKS GASTROENTEROLOGY,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWs6QAF,,,,,,
Granite School District,Granite School District,Granite School District,School District or Charter School,School District,FALSE,FALSE,FALSE,1,0014100000rD1iMAAS,469,tahauber@graniteschools.org,Todd,Hauber,Business Administrator,3856464594
Granite Schools Foundation,Granite Schools Foundation,,Component,,FALSE,TRUE,FALSE,1,0014100001iqIfFAAU,,,,,,
Grant L Christian MD,GRANT L CHRISTIAN MD,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWs8QAF,,,,,,
Grant Thornton CPAs,"Grant Thornton, CPAs",,CPA Firm,,FALSE,FALSE,TRUE,1,0014100000rD0xvAAC,,,,,,
Grant a Fairbanks MD,"GRANT A. FAIRBANKS, MD",,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWs7QAF,,,,,,
Grantsville City,Grantsville City,Grantsville City Corporation,City,Municipality,FALSE,FALSE,FALSE,1,0014100000rD0zwAAC,470,sbroadbent@grantsvilleut.gov,Sherrie,Broadbent,Finance Director,(435) 884-4603
Grantsville City Redevelopment Agency,,Grantsville City Redevelopment Agency,,Community Reinvestment Agency,TRUE,FALSE,,1,,471,sbroadbent@grantsvilleut.gov,Sherrie,Broadbent,Finance Director,4358844619
Grantsville Conservation District,Grantsville Conservation District,Grantsville Conservation District,Conservation District,Conservation District,FALSE,FALSE,FALSE,1,0014100000rD11vAAC,472,neiljoh1@msn.com,Neil,Johnson,Chairman,4358307685
Grantsville High School,Grantsville High School,,Component,,FALSE,TRUE,FALSE,1,0014100001ioOuWAAU,,,,,,
Grantsville Jr High School,Grantsville Jr High School,,Component,,FALSE,TRUE,FALSE,1,0014100001ioOulAAE,,,,,,
Grapevine Wash Local District,Grapevine Wash Local District,Grapevine Wash Basic Local District,Local and Special Service District,Local District,FALSE,FALSE,FALSE,1,0014100000rD1CpAAK,473,mckenzie@camutah.com,McKenzie,Johnson,Administrative Manager,4356742002
Grassroots Shakespeare,Grassroots Shakespeare,,Non Profits,,FALSE,TRUE,FALSE,1,0011K00002SMI6JQAX,,,,,,
Great Basin Heritage Area,Great Basin Heritage Area,,Non Profits,,FALSE,TRUE,FALSE,1,0014100001t4hmQAAQ,,,,,,
Great Salt Lake Fringe,Great Salt Lake Fringe,,Non Profits,,FALSE,TRUE,FALSE,1,0011K00002YfOhrQAF,,,,,,
Greater Avenues Community Council,,Greater Avenues Community Council,,Nonprofit Corporation,TRUE,FALSE,,1,,474,hesmichael@hotmail.com,Michael,Hughes,,801-859-5858
Greater Equatoria Region Association,Greater Equatoria Region Association,,Non Profits,,FALSE,TRUE,FALSE,1,0011K00002YhvfiQAB,,,,,,
Greater Salt Lake Municipal Services District,Greater Salt Lake Municipal Services District,Greater Salt Lake Municipal Services District,Local and Special Service District,Local District,FALSE,FALSE,FALSE,1,0014100000rD1vJAAS,475,mahoward@msd.utah.gov,Marla,Howard,Chief Building Official,3854686677
Green Canyon High School,Green Canyon High School,,Component,,FALSE,TRUE,FALSE,1,0014100001onF95AAE,,,,,,
Green Hills Water and Sewer Improvement District,Green Hills Est. Water and Sewer Imp. District,Green Hills Water and Sewer District,Local and Special Service District,Local District,FALSE,FALSE,TRUE,1,0014100000rD1CqAAK,476,openjoyce@yahoo.com,Joyce,Openshaw,,8016163536
Green Party,Green Party,,Non Profits,,FALSE,TRUE,FALSE,1,0014100001ltU5CAAU,,,,,,
Green River City,Green River City,Green River City,City,Municipality,FALSE,FALSE,FALSE,1,0014100000rD0zxAAC,228,thunt@greenriverutah.com,Tyler,Hunt,City Manager,4355643448
Green River Community Development and Renewal Agency,Green River Community Development and Renewal Agency,Green River Community Development and Renewal Agency City,Redevelopment Agency/Project Area,Community Reinvestment Agency,FALSE,FALSE,FALSE,1,00141000017aobuAAA,229,thunt@greenriverutah.com,Tyler,Hunt,City Manager,4355643448
Green River Conservation District,Green River Conservation District,Green River Conservation District,Conservation District,Conservation District,FALSE,FALSE,FALSE,1,0014100000rD12NAAS,477,julieweber@utah.gov,Julie,Weber,,4353812300
Green River Drainage District,Green River Drainage District,,Local and Special Service District,,FALSE,TRUE,FALSE,1,0014100000wXSrhAAG,,,,,,
Green River Medical Center,GREEN RIVER MEDICAL CENTER,"Green River Medical Center, Inc.",Health Provider,Nonprofit Corporation,FALSE,FALSE,TRUE,2,0011K00002EhWs9QAF,478,paula@grmc.biz,Paula,Dunham,,(435)564-0213
Green River Medical Center,Green River Medical Center,"Green River Medical Center, Inc.",Non Profits,Nonprofit Corporation,FALSE,FALSE,FALSE,2,0014100000rD1P5AAK,478,paula@grmc.biz,Paula,Dunham,,(435)564-0213
Greenwood Charter School,Greenwood Charter School,Greenwood Charter School,School District or Charter School,Charter School,FALSE,FALSE,FALSE,1,0014100000rD1p3AAC,479,tnelsen@greenwoodcharter.org,Tracey,Nelsen,Director,8015902972
Greg Holbrook Alpine School Dist,"Greg Holbrook, Alpine School Dist.",,CPA Firm,,FALSE,FALSE,TRUE,1,0014100000rD0xwAAC,,,,,,
Greg Ogden CPA,"Greg Ogden, CPA",,CPA Firm,,FALSE,FALSE,TRUE,1,0014100000rD0xxAAC,,,,,,
Gregory L Livers MD PC,"GREGORY L LIVERS, MD, PC",,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWsAQAV,,,,,,
Griffeth Vision Group,GRIFFETH VISION GROUP,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWsBQAV,,,,,,
Grouse Creek Cemetery Maintenance District,Grouse Creek Cemetery Maintenance District,Grouse Creek Cemetery Maintenance District,Local and Special Service District,Local District,FALSE,FALSE,FALSE,1,0014100000rD1CrAAK,480,sharonkaekimber@yahoo.com,Sharon,Kimber,Secretary,2084314284
Grouse Creek Special Service District,Grouse Creek Special Service District,Grouse Creek Special Service District,Local and Special Service District,Special Service District,FALSE,FALSE,FALSE,1,0014100000rD1CsAAK,481,pattijane2@hotmail.com,Patti,Kimber,,4357477515
Guadalupe Center Educational Programs,"Guadalupe Center Educational Programs, Inc.",,Non Profits,,FALSE,TRUE,TRUE,1,0014100000rD1Y8AAK,,,,,,
Guadalupe Schools,Guadalupe Schools,Guadalupe Charter School,School District or Charter School,Charter School,FALSE,FALSE,FALSE,1,0014100000rD1iNAAS,482,james.carter@guadschool.org,James,Carter,CFO,8015316100
Guardianship Associates of Utah,"Guardianship Associates of Utah, Inc.",,Non Profits,,FALSE,TRUE,TRUE,1,0014100000rD1P6AAK,,,,,,
Gulso Podiatry,GULSO PODIATRY,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWsCQAV,,,,,,
Gunlock Special Service District,Gunlock Special Service District,Gunlock Special Service District,Local and Special Service District,Special Service District,FALSE,FALSE,FALSE,1,0014100000rD1CtAAK,483,gssd@infowest.com,Roxanne,Aplanalp,Clerk,4356688050
Gunn Chiropractic PLLC,GUNN CHIROPRACTIC PLLC,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWsDQAV,,,,,,
Gunnison City,Gunnison City,Gunnison City Corp.,City,Municipality,FALSE,FALSE,FALSE,1,0014100000rD0zyAAC,484,val@gunnisoncity.org,Valerie,Andersen,,435-528-7969
Gunnison City Reinvestment Agency,Gunnison City Reinvestment Agency,,Redevelopment Agency/Project Area,,FALSE,TRUE,FALSE,1,0011K00002ZFtQjQAL,,,,,,
Gunnison Valley Hospital,GUNNISON VALLEY HOSPITAL,Gunnison Valley Hospital,Health Provider,Special Service District,FALSE,FALSE,TRUE,3,0011K00002EhWsEQAV,485,brianm@gvhospital.org,Brian,Murray,,435 528 7246
Gunnison Valley Hospital,GUNNISON VALLEY HOSPITAL,Gunnison Valley Hospital,Health Provider,Special Service District,FALSE,FALSE,TRUE,3,0011K00002FzxNhQAJ,485,brianm@gvhospital.org,Brian,Murray,,435 528 7246
Gunnison Valley Hospital,GUNNISON VALLEY HOSPITAL,Gunnison Valley Hospital,Health Provider,Special Service District,FALSE,FALSE,TRUE,3,0011K00002FzxOlQAJ,485,brianm@gvhospital.org,Brian,Murray,,435 528 7246
Gunnison Valley Hospital Special Service District,Gunnison Valley Hospital Special Service District,,Local and Special Service District,,FALSE,TRUE,FALSE,1,0014100000rD1CuAAK,,,,,,
Gunnison Valley Police Department,Gunnison Valley Police Department,Gunnison Valley Police Department,Interlocal,Interlocal Entity,FALSE,FALSE,FALSE,1,0014100000rD1AuAAK,486,winegart@gunnisonvalleypd.org,Tamra,Winegar,Admin Assistant,4355285532
Gut Whisperer,GUT WHISPERER,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWsFQAV,,,,,,
Guthrie Chiropractic Clinic,GUTHRIE CHIROPRACTIC CLINIC INC,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWsGQAV,,,,,,
H J and Associates CPAs,"H J & Associates, CPAs",,CPA Firm,,FALSE,FALSE,TRUE,1,0014100000rD0xyAAC,,,,,,
Habitat for Humanity of Utah County,,Habitat For Humanity Of Utah County,,Nonprofit Corporation,TRUE,FALSE,,1,,487,alan@habitatuc.org,Alan,Hill,Executive Director,8013448527
Habitat for Humanity of Weber and Davis Counties,Habitat for Humanity of Weber and Davis Counties,Habitat for Humanity of Weber and Davis Counties,Non Profits,Nonprofit Corporation,FALSE,FALSE,FALSE,1,0011K00002Yhvi3QAB,488,matthewfarmer@habitatwd.org,Matthew,Farmer,Executive Director,8013933287
Hafen Buckner Everett Graff PC,"Hafen, Buckner, Everett, Graff, PC",,CPA Firm,,FALSE,FALSE,TRUE,1,0014100001A0lD3AAJ,,,,,,
Hale Center Foundation for the Arts and Education,,Hale Center Foundation for the Arts and Education,,Nonprofit Corporation,TRUE,FALSE,,1,,489,jfisher@haletheater.org,Jeffrey L,Fisher,Director,4356683861
Hale Center Theatre Orem,Hale Center Theatre Orem,,Non Profits,,FALSE,TRUE,FALSE,1,0014100001t4i1BAAQ,,,,,,
Hale Centre Theatre,,Hale Centre Theatre,,Nonprofit Corporation,TRUE,FALSE,,1,,490,michaelf@hct.org,Michael,D Fox,,801-415-2305
Hale Centre Theatre Sandy,Hale Centre Theatre Sandy,,Non Profits,,FALSE,TRUE,FALSE,1,0011K00002YhvknQAB,,,,,,
Hammond Eye Institute,HAMMOND EYE INSTITUTE,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWsHQAV,,,,,,
Hanksville Special Service District,Hanksville Special Service District,,Local and Special Service District,,FALSE,TRUE,FALSE,1,0014100000rD1CvAAK,,,,,,
Hanksville Town,Hanksville,Town of Hanksville,Town,Municipality,FALSE,FALSE,TRUE,1,0014100000rD1ptAAC,1422,hanksvilleclerk@gmail.com,Lisa,Wells,,4355423451
Hanna Water and Sewer District,Hanna Water and Sewer District,Hanna Water & Sewer District,Local and Special Service District,Special Service District,FALSE,FALSE,FALSE,1,0014100000rD1CwAAK,491,hannawaterandsewer@gmail.com,Wendi,Roberts,,435 848-5647
Hansel Valley Watershed District,Hansel Valley Watershed District,hansel valley watershed,Local and Special Service District,Local District,FALSE,FALSE,FALSE,1,0014100000rD1CxAAK,492,grballard@frontiernet.net,GUY,BALLARD,,4354528442
Hansen Barnett Maxwell CPAs,"Hansen, Barnett, Maxwell, CPAs",,CPA Firm,,FALSE,FALSE,TRUE,1,0014100000rD0y0AAC,,,,,,
Hansen Bradshaw Malmrose and Erickson CPAs,"Hansen, Bradshaw, Malmrose & Erickson, CPAs",,CPA Firm,,FALSE,FALSE,TRUE,1,0014100000rD0y1AAC,,,,,,
Hansen Chiropractic,HANSEN CHIROPRACTIC,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWsIQAV,,,,,,
Hansen Orthopedics PC,"HANSEN ORTHOPEDICS, P.C.",,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWsJQAV,,,,,,
Harmony Vallley Special Service District,,harmony vallley special service district,,Special Service District,TRUE,FALSE,,1,,493,kkelsey@gmail.com,kendall,kelsey,,435-592-2252
Harrington Center for the Arts,Harrington Center for the Arts,,Non Profits,,FALSE,TRUE,FALSE,1,0011K00002NiPL4QAN,,,,,,
Harrisville City,Harrisville City,Harrisville City,City,Municipality,FALSE,FALSE,FALSE,1,0014100000rD0zzAAC,494,jknight@cityofharrisville.com,Jennie,Knight,City Administrator,8017824100
Harrisville City Community Reinvestment Agency,Harrisville City Community Reinvestment Agency,Harrisville City Community Reinvestment Agency,Community Reinvestment Agency,Community Reinvestment Agency,FALSE,FALSE,FALSE,1,00141000020g7o0AAA,495,jknight@cityofharrisville.com,Jennie,Knight,City Administrator,8017824100
Hatch Building Authority,,Hatch Building Authority,,Local Building Authority,TRUE,FALSE,,1,,496,hatchut@scinternet.net,JACIE,TORGERSEN,Town Clerk,4357354364
Hatch Cemetery Maintenance District,Hatch Cemetery Maintenance District,,Local and Special Service District,,FALSE,TRUE,FALSE,1,0014100000rD1v5AAC,,,,,,
